subject,itemID,order,condition,word,JP,rating,RaterA,RaterB,Agreement,Final
1,1,54,1,thick fog,,4,0,0,TRUE,0
1,2,58,1,stupid idea,愚かな考え,2,1,1,TRUE,1
1,3,53,1,thin lips ,薄い唇,2,1,1,TRUE,1
1,4,36,1,deep love,深い愛,1,1,1,TRUE,1
1,5,52,1,small room,小さい部屋,2,1,1,TRUE,1
1,6,1,1,long sleep,長い眠り,1,1,1,TRUE,1
1,7,44,1,cold tea,冷たいお茶,1,1,1,TRUE,1
1,8,11,1,broken window,壊れた窓,1,1,1,TRUE,1
1,9,49,1,final year,最後の年,2,1,1,TRUE,1
1,10,64,1,front tire,,4,0,0,TRUE,0
1,11,51,1,famous person,有名人,1,1,1,TRUE,1
1,12,27,1,good news,良い知らせ,1,1,1,TRUE,1
1,13,63,1,economic growth,経済成長,1,1,1,TRUE,1
1,14,14,1,black hole,ブラックホール,1,1,1,TRUE,1
1,15,60,1,near future,近未来,2,1,1,TRUE,1
1,16,38,1,tragic deaths,,4,0,0,TRUE,0
1,17,25,1,beautiful woman,美しい女性,1,1,1,TRUE,1
1,18,65,1,handsome man,ハンサムな男性,2,1,1,TRUE,1
1,19,45,1,bitter experience,苦い経験,2,1,1,TRUE,1
1,20,24,1,big eyes,大きい目,1,1,1,TRUE,1
1,21,8,1,high price,高値,1,1,1,TRUE,1
1,22,17,1,strong wind,強い風,2,1,1,TRUE,1
1,23,10,1,clean water,きれいな水,1,1,1,TRUE,1
1,24,37,2,bad debt,悪い疑念,2,0,0,TRUE,0
1,25,4,2,bare feet,クマの足,2,0,0,TRUE,0
1,26,18,2,brief moment,短期間,2,1,0,FALSE,0
1,27,68,2,broad daylight,,4,0,0,TRUE,0
1,28,46,2,busy road,,4,0,0,TRUE,0
1,29,34,2,careful attention,注意深い警戒,4,1,0,FALSE,1
1,30,7,2,coming months,来た月,1,0,0,TRUE,0
1,31,30,2,early bird,早い鳥,3,0,0,TRUE,0
1,32,29,2,easy decision,簡単な決断,2,1,1,TRUE,1
1,33,19,2,false teeth,,4,0,0,TRUE,0
1,34,33,2,flat rate,,4,0,0,TRUE,0
1,35,39,2,free speech,自由な話,2,0,0,TRUE,0
1,36,31,2,full understanding,完全な理解,3,1,1,TRUE,1
1,37,22,2,hard luck,不運,1,1,1,TRUE,1
1,38,67,2,low speed,低速度,2,1,1,TRUE,1
1,39,56,2,lucky guess,楽観的な推測,3,0,0,TRUE,0
1,40,50,2,open arms,公開された兵器,4,0,0,TRUE,0
1,41,20,2,poor health,健康不良,3,1,1,TRUE,1
1,42,32,2,proud parents,誇らしい両親,3,1,1,TRUE,1
1,43,6,2,quick look,素早く見る,2,1,1,TRUE,1
1,44,26,2,sharp rise,,4,0,0,TRUE,0
1,45,55,2,short notice,,4,0,0,TRUE,0
1,46,42,2,slow learner,遅い学習者,4,0,1,FALSE,0
1,47,21,3,active personality,積極的人格,3,,,,
1,48,62,3,cheap pay,安い買取,4,,,,
1,49,59,3,dark society,闇社会,2,,,,
1,50,61,3,delicious season,稼ぎ時,4,,,,
1,51,3,3,far eye,遠い目,1,,,,
1,52,23,3,frank question,気さくな質問,2,,,,
1,53,9,3,hot battle,熱戦,1,,,,
1,54,28,3,light content,,4,,,,
1,55,40,3,narrow thought,狭い考え方,2,,,,
1,56,69,3,pretty animal,かわいい生き物,2,,,,
1,57,15,3,quiet war,沈黙の戦争,4,,,,
1,58,47,3,severe home,,4,,,,
1,59,16,3,shallow injury,浅い傷,2,,,,
1,60,12,3,silent force,静かな力,2,,,,
1,61,35,3,slim branch,細い枝,3,,,,
1,62,66,3,soft atmosphere,柔らかい雰囲気,2,,,,
1,63,48,3,straight heart,真っ直ぐな心,3,,,,
1,64,57,3,sweet judgment,甘い判断,3,,,,
1,65,41,3,tall danger,高い危険,4,,,,
1,66,5,3,warm gift,温かい贈り物,2,,,,
1,67,2,3,weak rain ,弱い雨,1,,,,
1,68,43,3,wide market,広い市場,2,,,,
1,69,13,3,yellow voice,黄色い音色,1,,,,
2,1,35,1,thick fog,濃い霧,1,1,1,TRUE,1
2,2,68,1,stupid idea,馬鹿げた考え,1,1,1,TRUE,1
2,3,51,1,thin lips ,薄い唇,1,1,1,TRUE,1
2,4,34,1,deep love,深い愛,1,1,1,TRUE,1
2,5,24,1,small room,小さい部屋,1,1,1,TRUE,1
2,6,15,1,long sleep,長い眠り,1,1,1,TRUE,1
2,7,37,1,cold tea,冷たいお茶,1,1,1,TRUE,1
2,8,31,1,broken window,壊れた窓,1,1,1,TRUE,1
2,9,55,1,final year,最後の年,1,1,1,TRUE,1
2,10,18,1,front tire,前方のタイヤ,1,1,1,TRUE,1
2,11,48,1,famous person,有名な人物,1,1,1,TRUE,1
2,12,7,1,good news,良い知らせ,1,1,1,TRUE,1
2,13,54,1,economic growth,経済発展,1,1,1,TRUE,1
2,14,58,1,black hole,ブラックホール,1,1,1,TRUE,1
2,15,11,1,near future,近い将来,1,1,1,TRUE,1
2,16,59,1,tragic deaths,悲劇的な死,1,1,1,TRUE,1
2,17,10,1,beautiful woman,きれいな女性,1,1,1,TRUE,1
2,18,65,1,handsome man,かっこいい男性,1,1,1,TRUE,1
2,19,26,1,bitter experience,苦い経験,1,1,1,TRUE,1
2,20,28,1,big eyes,大きな目,1,1,1,TRUE,1
2,21,52,1,high price,高い値段,1,1,1,TRUE,1
2,22,57,1,strong wind,強い風,1,1,1,TRUE,1
2,23,39,1,clean water,きれいな水,1,1,1,TRUE,1
2,24,62,2,bad debt,悪い借金,3,0,0,TRUE,0
2,25,12,2,bare feet,裸足,1,1,1,TRUE,1
2,26,69,2,brief moment,わずかな瞬間,1,1,1,TRUE,1
2,27,36,2,broad daylight,広範囲の日差し,3,0,0,TRUE,0
2,28,5,2,busy road,混雑した道,1,1,1,TRUE,1
2,29,1,2,careful attention,注意深さ,1,1,1,TRUE,1
2,30,25,2,coming months,来月,1,1,1,TRUE,1
2,31,21,2,early bird,早起き,1,0,1,FALSE,1
2,32,33,2,easy decision,簡単な決定,1,1,1,TRUE,1
2,33,38,2,false teeth,誤った歯,4,0,0,TRUE,0
2,34,17,2,flat rate,均一の割合,4,0,1,FALSE,0
2,35,13,2,free speech,自由な演説,2,0,0,TRUE,0
2,36,53,2,full understanding,十分な理解,1,1,1,TRUE,1
2,37,6,2,hard luck,困難な運,4,0,1,FALSE,1
2,38,30,2,low speed,ゆっくりの速さ,1,1,1,TRUE,1
2,39,22,2,lucky guess,運の良い推測,1,0,1,FALSE,0
2,40,3,2,open arms,開かれた腕,4,0,0,TRUE,0
2,41,4,2,poor health,乏しい健康,1,0,1,FALSE,0
2,42,46,2,proud parents,誇り高い両親,1,0,0,TRUE,0
2,43,19,2,quick look,速い見物,3,1,1,TRUE,1
2,44,60,2,sharp rise,鋭い上昇,4,1,1,TRUE,1
2,45,43,2,short notice,短いお知らせ,1,0,0,TRUE,0
2,46,32,2,slow learner,遅い学習者,4,0,1,FALSE,0
2,47,27,3,active personality,活発な個性,1,,,,
2,48,49,3,cheap pay,安い支払い,1,,,,
2,49,23,3,dark society,暗い社会,1,,,,
2,50,40,3,delicious season,美味しい季節,3,,,,
2,51,16,3,far eye,遠い目,3,,,,
2,52,64,3,frank question,忌憚ない質問,1,,,,
2,53,50,3,hot battle,熱い闘い,1,,,,
2,54,8,3,light content,軽い内容,3,,,,
2,55,56,3,narrow thought,視野の狭い考え,3,,,,
2,56,29,3,pretty animal,かわいい動物,1,,,,
2,57,61,3,quiet war,静かな戦争,3,,,,
2,58,63,3,severe home,厳しい家,4,,,,
2,59,44,3,shallow injury,深い傷,4,,,,
2,60,67,3,silent force,音のない力,4,,,,
2,61,45,3,slim branch,無駄のない支店,4,,,,
2,62,66,3,soft atmosphere,柔らかい雰囲気,1,,,,
2,63,47,3,straight heart,真っ直ぐな心,1,,,,
2,64,9,3,sweet judgment,甘い判断,3,,,,
2,65,42,3,tall danger,高い危険性,2,,,,
2,66,20,3,warm gift,温かい贈り物,2,,,,
2,67,41,3,weak rain ,弱い雨,1,,,,
2,68,14,3,wide market,幅広い市場,3,,,,
2,69,2,3,yellow voice,黄色い声援,3,,,,
3,1,23,1,thick fog,濃い霧,2,1,1,TRUE,1
3,2,10,1,stupid idea,愚直な案,3,1,1,TRUE,1
3,3,5,1,thin lips ,薄い唇,1,1,1,TRUE,1
3,4,64,1,deep love,深い愛,1,1,1,TRUE,1
3,5,35,1,small room,小さい部屋,1,1,1,TRUE,1
3,6,4,1,long sleep,長い睡眠,1,1,1,TRUE,1
3,7,25,1,cold tea,冷たいお茶,1,1,1,TRUE,1
3,8,12,1,broken window,壊れた窓,1,1,1,TRUE,1
3,9,24,1,final year,最後の年,1,1,1,TRUE,1
3,10,54,1,front tire,前輪,1,1,1,TRUE,1
3,11,18,1,famous person,有名人,1,1,1,TRUE,1
3,12,43,1,good news,良い知らせ,1,1,1,TRUE,1
3,13,36,1,economic growth,経済成長,1,1,1,TRUE,1
3,14,32,1,black hole,ブラックホール,1,1,1,TRUE,1
3,15,6,1,near future,近い将来,1,1,1,TRUE,1
3,16,27,1,tragic deaths,悲劇の死,1,1,1,TRUE,1
3,17,42,1,beautiful woman,美しいひと,1,1,1,TRUE,1
3,18,41,1,handsome man,かっこいいやつ,2,1,1,TRUE,1
3,19,16,1,bitter experience,苦い経験,1,1,1,TRUE,1
3,20,66,1,big eyes,大きい目,1,1,1,TRUE,1
3,21,29,1,high price,高価格,1,1,1,TRUE,1
3,22,60,1,strong wind,強風,1,1,1,TRUE,1
3,23,26,1,clean water,きれいな水,1,1,1,TRUE,1
3,24,1,2,bad debt,ひどい借金,3,0,1,FALSE,0
3,25,30,2,bare feet,裸足,2,1,1,TRUE,1
3,26,19,2,brief moment,少しの間,2,1,1,TRUE,1
3,27,51,2,broad daylight,日が長い,3,0,0,TRUE,0
3,28,33,2,busy road,混雑した道,2,1,1,TRUE,1
3,29,69,2,careful attention,注意深い,4,1,1,TRUE,1
3,30,68,2,coming months,来たる月,4,1,1,TRUE,1
3,31,31,2,early bird,時期尚早,4,0,0,TRUE,0
3,32,58,2,easy decision,簡単な決断,2,1,1,TRUE,1
3,33,49,2,false teeth,差し歯,3,1,1,TRUE,1
3,34,59,2,flat rate,パンクタイヤ,2,0,0,TRUE,0
3,35,14,2,free speech,自由作文,3,0,0,TRUE,0
3,36,28,2,full understanding,完全理解,3,1,1,TRUE,1
3,37,40,2,hard luck,,4,0,0,TRUE,0
3,38,61,2,low speed,低速,1,1,1,TRUE,1
3,39,55,2,lucky guess,勘が良い,4,0,1,FALSE,0
3,40,63,2,open arms,手を広げる,1,0,0,TRUE,0
3,41,44,2,poor health,健康状態が悪い,3,1,1,TRUE,1
3,42,62,2,proud parents,親バカ,4,1,0,FALSE,1
3,43,57,2,quick look,パッと見る,3,1,1,TRUE,1
3,44,65,2,sharp rise,鰻登り,4,1,1,TRUE,1
3,45,39,2,short notice,,4,0,0,TRUE,0
3,46,48,2,slow learner,スローラーナー,4,1,0,FALSE,1
3,47,38,3,active personality,積極的,3,,,,
3,48,7,3,cheap pay,安い給料,1,,,,
3,49,52,3,dark society,黒社会,3,,,,
3,50,56,3,delicious season,旬,4,,,,
3,51,47,3,far eye,目が離れている,4,,,,
3,52,37,3,frank question,フランクな質問,1,,,,
3,53,11,3,hot battle,温かいボトル,1,,,,
3,54,3,3,light content,軽い内容,2,,,,
3,55,22,3,narrow thought,狭い考え,4,,,,
3,56,45,3,pretty animal,かわいい動物,1,,,,
3,57,9,3,quiet war,冷戦,2,,,,
3,58,67,3,severe home,厳しい家庭,2,,,,
3,59,15,3,shallow injury,軽傷,3,,,,
3,60,2,3,silent force,静かな力,4,,,,
3,61,17,3,slim branch,細い枝,2,,,,
3,62,46,3,soft atmosphere,柔らかい空気感,4,,,,
3,63,53,3,straight heart,正直な心,2,,,,
3,64,13,3,sweet judgment,甘い判断,1,,,,
3,65,8,3,tall danger,高い危険,4,,,,
3,66,21,3,warm gift,暖かいギフト,2,,,,
3,67,34,3,weak rain ,小雨,3,,,,
3,68,20,3,wide market,広い市場,1,,,,
3,69,50,3,yellow voice,黄色い声援,1,,,,
4,1,37,1,thick fog,濃い霧,1,1,1,TRUE,1
4,2,53,1,stupid idea,愚かな考え,1,1,1,TRUE,1
4,3,12,1,thin lips ,薄い唇,1,1,1,TRUE,1
4,4,22,1,deep love,深い愛情,1,1,1,TRUE,1
4,5,21,1,small room,小さな部屋,1,1,1,TRUE,1
4,6,31,1,long sleep,長い睡眠,1,1,1,TRUE,1
4,7,30,1,cold tea,冷たい茶,1,1,1,TRUE,1
4,8,54,1,broken window,割れた窓,1,1,1,TRUE,1
4,9,40,1,final year,最後の年,1,1,1,TRUE,1
4,10,29,1,front tire,前輪,1,1,1,TRUE,1
4,11,15,1,famous person,有名な人,1,1,1,TRUE,1
4,12,5,1,good news,良い知らせ,1,1,1,TRUE,1
4,13,63,1,economic growth,経済成長,1,1,1,TRUE,1
4,14,38,1,black hole,ブラックホール,1,1,1,TRUE,1
4,15,19,1,near future,近い将来,1,1,1,TRUE,1
4,16,2,1,tragic deaths,悲しい死,2,1,1,TRUE,1
4,17,45,1,beautiful woman,綺麗な女性,1,1,1,TRUE,1
4,18,10,1,handsome man,かっこいい男性,1,1,1,TRUE,1
4,19,32,1,bitter experience,辛い経験,1,1,1,TRUE,1
4,20,1,1,big eyes,大きい目,1,1,1,TRUE,1
4,21,48,1,high price,高額,2,1,1,TRUE,1
4,22,69,1,strong wind,強い風,1,1,1,TRUE,1
4,23,65,1,clean water,綺麗な水,1,1,1,TRUE,1
4,24,13,2,bad debt,悪い借金,3,0,0,TRUE,0
4,25,59,2,bare feet,裸足,1,1,1,TRUE,1
4,26,51,2,brief moment,一瞬,3,1,1,TRUE,1
4,27,4,2,broad daylight,広い日差し,3,0,0,TRUE,0
4,28,68,2,busy road,混んだ道,1,1,1,TRUE,1
4,29,62,2,careful attention,注意,4,1,0,FALSE,0
4,30,47,2,coming months,来月,3,1,1,TRUE,1
4,31,66,2,early bird,生まれたての鳥,3,0,0,TRUE,0
4,32,25,2,easy decision,簡単な判断,1,1,1,TRUE,1
4,33,7,2,false teeth,虫歯,1,0,0,TRUE,0
4,34,46,2,flat rate,少しの割合,3,0,0,TRUE,0
4,35,42,2,free speech,自由演説,3,0,0,TRUE,0
4,36,18,2,full understanding,十分な理解,1,1,1,TRUE,1
4,37,60,2,hard luck,厳しい運命,1,0,1,FALSE,1
4,38,58,2,low speed,遅いスピード,2,1,1,TRUE,1
4,39,34,2,lucky guess,良い推測,3,0,0,TRUE,0
4,40,55,2,open arms,大きい腕,3,0,0,TRUE,0
4,41,44,2,poor health,不健康さ,3,1,1,TRUE,1
4,42,56,2,proud parents,誇りに思っている両親,3,1,1,TRUE,1
4,43,27,2,quick look,少し見ること,1,1,1,TRUE,1
4,44,39,2,sharp rise,急上昇,2,1,1,TRUE,1
4,45,23,2,short notice,ちょっとした気付き,1,0,0,TRUE,0
4,46,11,2,slow learner,理解の遅い学習者,2,1,1,TRUE,1
4,47,41,3,active personality,積極的な性格,2,,,,
4,48,61,3,cheap pay,,4,,,,
4,49,14,3,dark society,暗い社会,3,,,,
4,50,28,3,delicious season,丁度良い季節,2,,,,
4,51,17,3,far eye,遠い目,1,,,,
4,52,36,3,frank question,率直な質問,2,,,,
4,53,26,3,hot battle,熱い戦い,1,,,,
4,54,3,3,light content,軽い中身,2,,,,
4,55,33,3,narrow thought,視野の狭い考え,1,,,,
4,56,49,3,pretty animal,かわいい動物,1,,,,
4,57,64,3,quiet war,冷戦,2,,,,
4,58,57,3,severe home,厳しい家,3,,,,
4,59,8,3,shallow injury,浅い傷,1,,,,
4,60,50,3,silent force,わずかな力,1,,,,
4,61,35,3,slim branch,細い枝,2,,,,
4,62,67,3,soft atmosphere,穏やかな雰囲気,3,,,,
4,63,24,3,straight heart,真っ直ぐな心,1,,,,
4,64,16,3,sweet judgment,甘い判断,1,,,,
4,65,20,3,tall danger,高い危険性,1,,,,
4,66,6,3,warm gift,暖かいギフト,1,,,,
4,67,9,3,weak rain ,小雨,1,,,,
4,68,52,3,wide market,広い市場,1,,,,
4,69,43,3,yellow voice,歓喜の声,2,,,,
5,1,10,1,thick fog,,4,0,0,TRUE,0
5,2,53,1,stupid idea,馬鹿な考え,1,1,1,TRUE,1
5,3,60,1,thin lips ,薄い唇,2,1,1,TRUE,1
5,4,9,1,deep love,熱愛,2,0,1,FALSE,1
5,5,57,1,small room,小さい月,2,0,0,TRUE,0
5,6,52,1,long sleep,長時間睡眠,2,1,1,TRUE,1
5,7,6,1,cold tea,冷たいお茶,1,1,1,TRUE,1
5,8,27,1,broken window,壊された窓,1,1,1,TRUE,1
5,9,21,1,final year,最後の年,1,1,1,TRUE,1
5,10,30,1,front tire,前輪,1,1,1,TRUE,1
5,11,45,1,famous person,有名な人物,1,1,1,TRUE,1
5,12,31,1,good news,いい知らせ,1,1,1,TRUE,1
5,13,28,1,economic growth,経済成長,1,1,1,TRUE,1
5,14,12,1,black hole,ブラックホール,2,1,1,TRUE,1
5,15,18,1,near future,近い将来,2,1,1,TRUE,1
5,16,64,1,tragic deaths,,4,0,0,TRUE,0
5,17,40,1,beautiful woman,綺麗な女性,1,1,1,TRUE,1
5,18,15,1,handsome man,ハンサムな男性,1,1,1,TRUE,1
5,19,20,1,bitter experience,苦い思い出,3,1,1,TRUE,1
5,20,25,1,big eyes,大きな目,1,1,1,TRUE,1
5,21,24,1,high price,高価,2,1,1,TRUE,1
5,22,32,1,strong wind,強風,1,1,1,TRUE,1
5,23,41,1,clean water,綺麗な水,1,1,1,TRUE,1
5,24,56,2,bad debt,,4,0,0,TRUE,0
5,25,7,2,bare feet,裸足,1,1,1,TRUE,1
5,26,19,2,brief moment,,4,0,0,TRUE,0
5,27,47,2,broad daylight,,4,0,0,TRUE,0
5,28,35,2,busy road,交通量の多い道,1,1,1,TRUE,1
5,29,26,2,careful attention,,4,0,0,TRUE,0
5,30,13,2,coming months,来たる月,1,1,1,TRUE,1
5,31,22,2,early bird,若鳥,3,0,0,TRUE,0
5,32,54,2,easy decision,簡単な判断,2,1,1,TRUE,1
5,33,42,2,false teeth,入れ歯,3,1,1,TRUE,1
5,34,16,2,flat rate,一定の割合,3,0,1,FALSE,0
5,35,37,2,free speech,,4,0,0,TRUE,0
5,36,34,2,full understanding,完全な理解,2,1,1,TRUE,1
5,37,49,2,hard luck,,4,0,0,TRUE,0
5,38,59,2,low speed,ゆっくりな速度,2,1,1,TRUE,1
5,39,50,2,lucky guess,幸運な考え,3,0,0,TRUE,0
5,40,11,2,open arms,開かれた両腕,3,0,0,TRUE,0
5,41,38,2,poor health,,4,0,0,TRUE,0
5,42,1,2,proud parents,誇りのある両親,3,0,0,TRUE,0
5,43,43,2,quick look,素早い確認,2,1,1,TRUE,1
5,44,69,2,sharp rise,,4,0,0,TRUE,0
5,45,39,2,short notice,,4,0,0,TRUE,0
5,46,29,2,slow learner,学ぶ事が遅い人,3,1,1,TRUE,1
5,47,23,3,active personality,外向的な性格,1,,,,
5,48,63,3,cheap pay,簡単な支払い,3,,,,
5,49,55,3,dark society,闇の組織,4,,,,
5,50,66,3,delicious season,,4,,,,
5,51,14,3,far eye,遠い目,2,,,,
5,52,36,3,frank question,気軽な質問,2,,,,
5,53,2,3,hot battle,熱戦,2,,,,
5,54,68,3,light content,薄い内容,3,,,,
5,55,8,3,narrow thought,浅はかな考え,2,,,,
5,56,65,3,pretty animal,かわいい動物,1,,,,
5,57,33,3,quiet war,冷戦,3,,,,
5,58,17,3,severe home,厳しい家庭,3,,,,
5,59,51,3,shallow injury,軽傷,3,,,,
5,60,5,3,silent force,静かな圧力,3,,,,
5,61,48,3,slim branch,細い枝,3,,,,
5,62,61,3,soft atmosphere,優しい雰囲気,2,,,,
5,63,3,3,straight heart,正直な心,2,,,,
5,64,46,3,sweet judgment,甘い判断,2,,,,
5,65,4,3,tall danger,高い危険性,3,,,,
5,66,44,3,warm gift,心のこもった贈り物,3,,,,
5,67,67,3,weak rain ,,4,,,,
5,68,58,3,wide market,広い市場,3,,,,
5,69,62,3,yellow voice,黄色い歓声,4,,,,
6,1,54,1,thick fog,濃い霧,1,1,1,TRUE,1
6,2,3,1,stupid idea,馬鹿げた考え,1,1,1,TRUE,1
6,3,11,1,thin lips ,薄い唇,1,1,1,TRUE,1
6,4,21,1,deep love,深い愛,1,1,1,TRUE,1
6,5,43,1,small room,小さい部屋,1,1,1,TRUE,1
6,6,10,1,long sleep,長い睡眠,1,1,1,TRUE,1
6,7,38,1,cold tea,冷たいお茶,1,1,1,TRUE,1
6,8,33,1,broken window,割れた窓,1,1,1,TRUE,1
6,9,61,1,final year,最終年,1,1,1,TRUE,1
6,10,60,1,front tire,前輪,1,1,1,TRUE,1
6,11,15,1,famous person,有名人,1,1,1,TRUE,1
6,12,5,1,good news,良い知らせ,1,1,1,TRUE,1
6,13,28,1,economic growth,経済成長,1,1,1,TRUE,1
6,14,27,1,black hole,ブラックホール,1,1,1,TRUE,1
6,15,55,1,near future,近い将来,1,1,1,TRUE,1
6,16,45,1,tragic deaths,悲劇的な死,3,1,1,TRUE,1
6,17,42,1,beautiful woman,美しい女性,1,1,1,TRUE,1
6,18,39,1,handsome man,二枚目,2,1,1,TRUE,1
6,19,69,1,bitter experience,苦い経験,1,1,1,TRUE,1
6,20,44,1,big eyes,大きい目,1,1,1,TRUE,1
6,21,13,1,high price,高い値段,1,1,1,TRUE,1
6,22,32,1,strong wind,強風,1,1,1,TRUE,1
6,23,51,1,clean water,きれいな水,1,1,1,TRUE,1
6,24,37,2,bad debt,悪い賭け,2,0,0,TRUE,0
6,25,23,2,bare feet,,4,0,0,TRUE,0
6,26,12,2,brief moment,僅かな時間,2,1,1,TRUE,1
6,27,41,2,broad daylight,,4,0,0,TRUE,0
6,28,1,2,busy road,混雑した道,3,1,1,TRUE,1
6,29,8,2,careful attention,慎重な注意,4,1,1,TRUE,1
6,30,4,2,coming months,きたる月,2,1,1,TRUE,1
6,31,26,2,early bird,明烏,4,0,0,TRUE,0
6,32,35,2,easy decision,容易な決断,2,1,1,TRUE,1
6,33,62,2,false teeth,,4,0,0,TRUE,0
6,34,57,2,flat rate,平均,2,0,0,TRUE,0
6,35,58,2,free speech,自由陳述,4,0,0,TRUE,0
6,36,47,2,full understanding,全能,4,0,0,TRUE,0
6,37,2,2,hard luck,厳しい運,4,1,1,TRUE,1
6,38,63,2,low speed,遅い速度,1,1,1,TRUE,1
6,39,7,2,lucky guess,いい考え,4,0,0,TRUE,0
6,40,40,2,open arms,開いた腕,4,0,0,TRUE,0
6,41,48,2,poor health,不健康,3,1,1,TRUE,1
6,42,36,2,proud parents,誇れる両親,3,0,0,TRUE,0
6,43,22,2,quick look,ちらっと見る,2,1,1,TRUE,1
6,44,52,2,sharp rise,突然起こる,4,0,0,TRUE,0
6,45,18,2,short notice,ちらっと知らせる,4,0,0,TRUE,0
6,46,64,2,slow learner,ゆっくり学習する人,4,1,0,FALSE,1
6,47,56,3,active personality,活動的な性格,2,,,,
6,48,16,3,cheap pay,安月給,2,,,,
6,49,9,3,dark society,暗黒社会,3,,,,
6,50,17,3,delicious season,素晴らしい季節,4,,,,
6,51,50,3,far eye,遠い目,2,,,,
6,52,65,3,frank question,気軽な質問,2,,,,
6,53,68,3,hot battle,熱い戦争,3,,,,
6,54,29,3,light content,軽い内容,2,,,,
6,55,19,3,narrow thought,にくい考え,4,,,,
6,56,30,3,pretty animal,可愛い動物,1,,,,
6,57,14,3,quiet war,静かな戦い,3,,,,
6,58,25,3,severe home,厳しい家庭,4,,,,
6,59,66,3,shallow injury,,4,,,,
6,60,53,3,silent force,静かな圧力,4,,,,
6,61,49,3,slim branch,,4,,,,
6,62,46,3,soft atmosphere,柔らかい空気,3,,,,
6,63,67,3,straight heart,率直な気持ち,4,,,,
6,64,34,3,sweet judgment,甘い判断,2,,,,
6,65,24,3,tall danger,かなり危険,4,,,,
6,66,20,3,warm gift,温かい贈り物,2,,,,
6,67,59,3,weak rain ,弱い雨,1,,,,
6,68,31,3,wide market,広い市場,1,,,,
6,69,6,3,yellow voice,黄色い声,1,,,,
7,1,52,1,thick fog,濃い霧,1,1,1,TRUE,1
7,2,33,1,stupid idea,馬鹿げたアイデア,2,1,1,TRUE,1
7,3,21,1,thin lips ,薄い唇,1,1,1,TRUE,1
7,4,7,1,deep love,深い愛,1,1,1,TRUE,1
7,5,60,1,small room,小さい部屋,1,1,1,TRUE,1
7,6,36,1,long sleep,長い睡眠,1,1,1,TRUE,1
7,7,57,1,cold tea,冷たいお茶,1,1,1,TRUE,1
7,8,32,1,broken window,壊れた窓,1,1,1,TRUE,1
7,9,14,1,final year,最後の年,1,1,1,TRUE,1
7,10,15,1,front tire,前輪,1,1,1,TRUE,1
7,11,58,1,famous person,有名な人,1,1,1,TRUE,1
7,12,50,1,good news,良い知らせ,1,1,1,TRUE,1
7,13,1,1,economic growth,経済成長,1,1,1,TRUE,1
7,14,46,1,black hole,黒い穴,2,1,1,TRUE,1
7,15,51,1,near future,近い将来,1,1,1,TRUE,1
7,16,31,1,tragic deaths,悲劇的な死,2,1,1,TRUE,1
7,17,17,1,beautiful woman,美しい女性,1,1,1,TRUE,1
7,18,53,1,handsome man,かっこいい男性,1,1,1,TRUE,1
7,19,16,1,bitter experience,苦い経験,1,1,1,TRUE,1
7,20,56,1,big eyes,大きな目,1,1,1,TRUE,1
7,21,34,1,high price,高い値段,1,1,1,TRUE,1
7,22,65,1,strong wind,強い風,1,1,1,TRUE,1
7,23,28,1,clean water,きれいな水,1,1,1,TRUE,1
7,24,18,2,bad debt,大きな負債,3,0,1,FALSE,0
7,25,22,2,bare feet,大胆な一歩,4,0,0,TRUE,0
7,26,29,2,brief moment,ほんの一瞬,2,1,1,TRUE,1
7,27,43,2,broad daylight,広い陽の光,4,0,0,TRUE,0
7,28,30,2,busy road,交通量の多い道,2,1,1,TRUE,1
7,29,8,2,careful attention,深い注意,4,1,1,TRUE,1
7,30,5,2,coming months,来月,4,1,1,TRUE,1
7,31,38,2,early bird,早い鳥,4,0,0,TRUE,0
7,32,55,2,easy decision,簡単な判断,3,1,1,TRUE,1
7,33,12,2,false teeth,虫歯,3,0,0,TRUE,0
7,34,47,2,flat rate,一定の割合,3,0,1,FALSE,0
7,35,25,2,free speech,自由なスピーチ,3,0,0,TRUE,0
7,36,68,2,full understanding,完全な理解,2,1,1,TRUE,1
7,37,64,2,hard luck,強い運,4,0,0,TRUE,0
7,38,69,2,low speed,ゆっくりしたスピード,2,1,1,TRUE,1
7,39,54,2,lucky guess,運のいい推測,4,0,1,FALSE,0
7,40,59,2,open arms,歓迎,4,1,1,TRUE,1
7,41,48,2,poor health,不健康,3,1,1,TRUE,1
7,42,27,2,proud parents,誇れる両親,3,0,0,TRUE,0
7,43,24,2,quick look,一見,4,1,1,TRUE,1
7,44,45,2,sharp rise,急な上昇,2,1,1,TRUE,1
7,45,67,2,short notice,早い知らせ,4,0,0,TRUE,0
7,46,11,2,slow learner,学習の遅い人,3,1,1,TRUE,1
